:START_ID(Entity-ID),:END_ID(Entity-ID),:TYPE,relationship_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
ent_3e07ca1863171667,ent_c9db017117a7d0bd,MEASURES,rel_bb6923c85fa66c8d,在线监测,电能质量,作业活动,监测指标,监测,监测,监测,监测,"[""监测""]",监测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[384],384,MEASURES,监测,Measures,监测 / Measures
ent_3e07ca1863171667,ent_cdda0d7b6d1a88b1,MEASURES,rel_7c4959d1828019a4,在线监测,温度,作业活动,监测指标,监测,监测,监测,监测,"[""监测""]",监测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[384],384,MEASURES,监测,Measures,监测 / Measures
ent_3e07ca1863171667,ent_ff38c49be5ebd40b,MEASURES,rel_eed85136465f68df,在线监测,绝缘,作业活动,监测指标,监测,监测,监测,监测,"[""监测""]",监测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""监测指标""}",[384],384,MEASURES,监测,Measures,监测 / Measures
ent_3ea396dcf80035a0,ent_06d9152c5fa6e014,AFFECTS,rel_272f7cdecd3e7030,短路,电网,故障异常,电气系统,影响,影响,影响,电网是否存在短路,"[""电网是否存在短路""]",电网是否存在短路,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""影响"", ""relation_key"": ""影响"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""电气系统""}",[365],365,AFFECTS,影响,Affects,影响 / Affects
ent_3ea396dcf80035a0,ent_e376c50b217276d7,OCCURS_AT,rel_9eb17edc670c0d3b,短路,接线盒,故障异常,设备部件,发生于,发生于,发生于,进入接线盒导致短路,"[""进入接线盒导致短路""]",进入接线盒导致短路,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""设备部件""}",[378],378,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
ent_3eb23c3bed219bdc,ent_441d6e0e1b5385e2,POWERS,rel_4f96a9b216e4e954,待并电机,母线,设备部件,设备部件,供电,供电,供电,待并电机与母线的同步过程,"[""待并电机与母线的同步过程""]",待并电机与母线的同步过程,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""设备部件""}",[374],374,POWERS,供电,Powers,供电 / Powers
ent_4098bf01773ac8a9,ent_8dfbb37866086757,HANDLES,rel_987d6cc9d8895768,远程诊断,复杂故障处理,作业活动,作业活动,处理,处理,处理,提高...效率,"[""提高...效率""]",提高...效率,,unmapped,null,[384],384,HANDLES,处理,Handles,处理 / Handles
ent_41cdc994e0c69313,ent_75bd8b7f07405d67,TARGETS,rel_8ff7eba8e574c5eb,振动分析,轴承,作业活动,设备部件,针对,针对,针对,监测电机轴承的频谱变化,"[""监测电机轴承的频谱变化""]",监测电机轴承的频谱变化,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[378],378,TARGETS,针对,Targets,针对 / Targets
ent_41cdc994e0c69313,ent_bea746e7d87328af,FOLLOWS,rel_9cc5467c4532732b,振动分析,典型电气设备专项管理与维修,作业活动,规范程序,遵循,遵循,遵循,第十四章典型电气设备专项管理与维修,"[""第十四章典型电气设备专项管理与维修""]",第十四章典型电气设备专项管理与维修,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[378],378,FOLLOWS,遵循,Follows,遵循 / Follows
ent_4323efcc303ebc09,ent_f7dd0d891af1fc09,AFFECTS,rel_8a34e4625ba1a924,发电机故障跳闸,PMS,故障异常,电气系统,影响,影响,影响,某台发电机故障跳闸时...保护,"[""某台发电机故障跳闸时...保护""]",某台发电机故障跳闸时...保护,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""影响"", ""relation_key"": ""影响"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""电气系统""}",[374],374,AFFECTS,影响,Affects,影响 / Affects
ent_4360f2b33cd35a4a,ent_aa85cf01145fd80a,HANDLES,rel_ed9a2b31d12e0448,使触电者脱离带电体,全船失电,作业活动,故障异常,处理,处理,处理,使触电者脱离带电体,"[""使触电者脱离带电体""]",使触电者脱离带电体,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""故障异常""}",[368],368,HANDLES,处理,Handles,处理 / Handles
ent_44aa858d650dde60,ent_2020c85fcd6421cf,CAUSES,rel_0ff578d3765fd889,传感器损坏,输入信号异常,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[382],382,CAUSES,导致,Causes,导致 / Causes
ent_452b22c90f20d3a5,ent_6533e8f57ac3b378,HANDLES,rel_4f48c8930f03ea4f,烘干,绝缘降低 (接地),作业活动,故障异常,处理,处理,处理,处理措施,"[""处理措施""]",处理措施,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""故障异常""}",[377],377,HANDLES,处理,Handles,处理 / Handles
ent_46287fba9ad12276,ent_10991af01325c6f0,POWERS,rel_16beeec75005235b,照明,船舶电力系统,设备部件,电气系统,供电,供电,供电,消耗电能,"[""消耗电能""]",消耗电能,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[371],371,POWERS,供电,Powers,供电 / Powers
ent_485daff59a13541f,ent_c627225a0db026b2,TARGETS,rel_80a0c50b9acb4a7d,船机电气设备维修,船舶电气系统,作业活动,电气系统,针对,针对,针对,维修,"[""维修""]",维修,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""电气系统""}",[376],376,TARGETS,针对,Targets,针对 / Targets
ent_490244dba1b43b42,ent_13901d470d381f36,POWERS,rel_646e601ecbbe8e64,起重设备,电子负载监控系统,设备部件,电气系统,供电,供电,供电,配备...监控,"[""配备...监控""]",配备...监控,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[372],372,POWERS,供电,Powers,供电 / Powers
ent_49688561fb8e2b56,ent_13e8a4c99968c149,CAUSES,rel_a964e44077b69f6e,电池容量不足,启动失败,原因因素,故障异常,导致,导致,导致,常见于...容量不足,"[""常见于...容量不足""]",常见于...容量不足,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[379],379,CAUSES,导致,Causes,导致 / Causes
ent_4c6888868673e064,ent_82fb25af56f5fedd,APPROVES,rel_7d26772437212c05,公司管理层,年度维护计划,岗位,文档记录,审批,审批,审批,审批,"[""审批""]",审批,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""审批"", ""relation_key"": ""审批"", ""source_entity_type"": ""岗位"", ""target_entity_type"": ""文档记录""}",[362],362,APPROVES,审批,Approves,审批 / Approves
ent_4c6888868673e064,ent_d048798c545c2755,APPROVES,rel_e3309d12474c40de,公司管理层,电气管理制度,岗位,规范程序,审批,审批,审批,审批,"[""审批""]",审批,,unmapped,null,[362],362,APPROVES,审批,Approves,审批 / Approves
ent_4c692f8d806fcf91,ent_987cc5f5a868a398,FOLLOWS,rel_b160c09b2f710bd9,使用合格验电器确认无电,上锁挂牌（LOTO）程序,作业活动,规范程序,遵循,遵循,遵循,作业前使用...确认无电,"[""作业前使用...确认无电""]",作业前使用...确认无电,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[368],368,FOLLOWS,遵循,Follows,遵循 / Follows
ent_4c86e3ddc2436f14,ent_8c709247c80964d8,OCCURS_AT,rel_44275a25d9c97302,灭弧罩烧蚀,灭弧罩,故障异常,设备部件,发生于,发生于,发生于,灭弧罩是否有烧蚀痕迹,"[""灭弧罩是否有烧蚀痕迹""]",灭弧罩是否有烧蚀痕迹,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""设备部件""}",[378],378,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
ent_4cb8156bed0388cc,ent_c00b8bcedd4f2635,MEASURES,rel_b1fba53e908ec0fe,AVR,励磁电流,设备部件,监测指标,监测,监测,监测,调节励磁电流,"[""调节励磁电流""]",调节励磁电流,,unmapped,null,[375],375,MEASURES,监测,Measures,监测 / Measures
ent_4d7fdf5ea40242e0,ent_ff1a0c165470148b,CAUSES,rel_b5012499abaddde2,维修后接线标识缺失,后续维护困难,故障异常,故障异常,导致,导致,导致,导致,"[""导致""]",导致,,unmapped,null,[384],384,CAUSES,导致,Causes,导致 / Causes
ent_4ec90f67ea5a9eec,ent_64215b2b6082a36d,MEASURES,rel_d18a7e710c0885e0,红外热像仪扫描,接触不良,作业活动,故障异常,监测,监测,监测,扫描接触点...意味着接触不良,"[""扫描接触点...意味着接触不良""]",扫描接触点...意味着接触不良,,unmapped,null,[378],378,MEASURES,监测,Measures,监测 / Measures
ent_4ec90f67ea5a9eec,ent_bea746e7d87328af,FOLLOWS,rel_fa91133359231e84,红外热像仪扫描,典型电气设备专项管理与维修,作业活动,规范程序,遵循,遵循,遵循,第十四章典型电气设备专项管理与维修,"[""第十四章典型电气设备专项管理与维修""]",第十四章典型电气设备专项管理与维修,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[378],378,FOLLOWS,遵循,Follows,遵循 / Follows
ent_507d440bf44a9827,ent_7bda816b710c1e96,TARGETS,rel_4903150cb2129f4d,工作许可（PTW-Permit toWork),发电机,作业活动,设备部件,针对,针对,针对,涉及...时,"[""涉及...时""]",涉及...时,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[377],377,TARGETS,针对,Targets,针对 / Targets
ent_507d440bf44a9827,ent_9186a168bf5b86f9,TARGETS,rel_c1f9f40db325021c,工作许可（PTW-Permit toWork),舵机,作业活动,设备部件,针对,针对,针对,涉及...时,"[""涉及...时""]",涉及...时,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[377],377,TARGETS,针对,Targets,针对 / Targets
ent_51f54e55b0745dff,ent_54b7a158611f1c8b,CAUSES,rel_0238768b6902db2f,接头压接不良,局部过热,原因因素,故障异常,导致,导致,导致,因...所致,"[""因...所致""]",因...所致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[381],381,CAUSES,导致,Causes,导致 / Causes
ent_51fd4c114bba2d28,ent_13e8a4c99968c149,CAUSES,rel_fbfa32f179cd0639,启动回路接触不良,启动失败,原因因素,故障异常,导致,导致,导致,常见于...接触不良,"[""常见于...接触不良""]",常见于...接触不良,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[379],379,CAUSES,导致,Causes,导致 / Causes
ent_522158db220fb267,ent_2995972f8233c4a9,TARGETS,rel_155e9c479a184051,削峰填谷,储能系统 (电池),作业活动,设备部件,针对,针对,针对,配合储能系统 (电池),"[""配合储能系统 (电池)""]",配合储能系统 (电池),,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[374],374,TARGETS,针对,Targets,针对 / Targets
ent_522158db220fb267,ent_7bda816b710c1e96,TARGETS,rel_4f8dd8670199ce5d,削峰填谷,发电机,作业活动,设备部件,针对,针对,针对,避免启动多余发电机,"[""避免启动多余发电机""]",避免启动多余发电机,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[374],374,TARGETS,针对,Targets,针对 / Targets
ent_5335382c73e26dba,ent_07459523baec85a6,CAUSES,rel_1f0e50701a979e66,螺栓松动,接地不良,原因因素,故障异常,导致,导致,导致,因...引起,"[""因...引起""]",因...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[381],381,CAUSES,导致,Causes,导致 / Causes
ent_536efca49398f558,ent_ca1fe33044653b5a,CORRESPONDS_TO,rel_c386e1b650c2cbba,质量确认卡,螺栓,文档记录,设备部件,对应,对应,对应,明确螺栓规格,"[""明确螺栓规格""]",明确螺栓规格,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""对应"", ""relation_key"": ""对应"", ""source_entity_type"": ""文档记录"", ""target_entity_type"": ""设备部件""}",[370],370,CORRESPONDS_TO,对应,Corresponds To,对应 / Corresponds To
ent_536efca49398f558,ent_ec07562286ec1c77,CORRESPONDS_TO,rel_057ab7f3b49aa0e9,质量确认卡,法兰,文档记录,设备部件,对应,对应,对应,法兰紧固需使用...质量确认卡,"[""法兰紧固需使用...质量确认卡""]",法兰紧固需使用...质量确认卡,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""对应"", ""relation_key"": ""对应"", ""source_entity_type"": ""文档记录"", ""target_entity_type"": ""设备部件""}",[370],370,CORRESPONDS_TO,对应,Corresponds To,对应 / Corresponds To
ent_5427e567e27574b6,ent_2df7f642718f306b,CAUSES,rel_be119cd6fdc6b224,控制电压缺失,电磁阀不动作,原因因素,故障异常,导致,导致,导致,由...引起,"[""由...引起""]",由...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[383],383,CAUSES,导致,Causes,导致 / Causes
ent_54a1df22632a2ee8,ent_8026b84d8719127e,CAUSES,rel_68f6e9e8e551ffd9,绝缘老化,接地故障,原因因素,故障异常,导致,导致,导致,可能成因,"[""可能成因""]",可能成因,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[367],367,CAUSES,导致,Causes,导致 / Causes
ent_54a1df22632a2ee8,ent_92e713b3cc08d362,CAUSES,rel_04d7998232399447,绝缘老化,绝缘电阻下降,原因因素,故障异常,导致,导致,导致,与...有关,"[""与...有关""]",与...有关,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[381],381,CAUSES,导致,Causes,导致 / Causes
ent_54b7a158611f1c8b,ent_d420a8bceb505a11,OCCURS_AT,rel_11dd0b3ab91c30a3,局部过热,电缆,故障异常,设备部件,发生于,发生于,发生于,电缆...局部过热,"[""电缆...局部过热""]",电缆...局部过热,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障异常"", ""target_entity_type"": ""设备部件""}",[381],381,OCCURS_AT,发生于,Occurs At,发生于 / Occurs At
ent_55780f59b9911cd3,ent_93bca80ace2de42c,CAUSES,rel_a23ed1275c2d9e71,灯泡损坏,灯具不亮,原因因素,故障异常,导致,导致,导致,可能是,"[""可能是""]",可能是,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[380],380,CAUSES,导致,Causes,导致 / Causes
ent_57abfd43208fb62d,ent_2962f4c9dd3a8db5,FOLLOWS,rel_4285ee83a34c6131,设备管理人员,现行规范,岗位,规范程序,遵循,遵循,遵循,以现行规范为出发点,"[""以现行规范为出发点""]",以现行规范为出发点,,unmapped,null,[369],369,FOLLOWS,遵循,Follows,遵循 / Follows
ent_57abfd43208fb62d,ent_46ea62c3d6e875a4,TARGETS,rel_d2ad36a34c65e267,设备管理人员,不合理设备,岗位,设备部件,针对,针对,针对,针对...整改,"[""针对...整改""]",针对...整改,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_4cafde2e42d52908,TARGETS,rel_6efe37eb205ebc1c,设备管理人员,非关键负载,岗位,电气系统,针对,针对,针对,恢复,"[""恢复""]",恢复,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_6bf808a0129cbdcb,FORMS,rel_a731b7153aeca357,设备管理人员,图纸资料,岗位,文档记录,形成,形成,形成,交接,"[""交接""]",交接,,unmapped,null,[369],369,FORMS,形成,Forms,形成 / Forms
ent_57abfd43208fb62d,ent_725281aa7fa48ad6,MEASURES,rel_14aec33bc9c62901,设备管理人员,滑油,岗位,监测指标,监测,监测,监测,检查,"[""检查""]",检查,,unmapped,null,[369],369,MEASURES,监测,Measures,监测 / Measures
ent_57abfd43208fb62d,ent_9186a168bf5b86f9,TARGETS,rel_4b96390fc3ec4c0c,设备管理人员,舵机,岗位,设备部件,针对,针对,针对,恢复...电源,"[""恢复...电源""]",恢复...电源,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_952956c0b5367362,FORMS,rel_2d670c7394bd3372,设备管理人员,日志,岗位,文档记录,形成,形成,形成,交接,"[""交接""]",交接,,unmapped,null,[369],369,FORMS,形成,Forms,形成 / Forms
ent_57abfd43208fb62d,ent_9bb2b10a98e2cd31,MEASURES,rel_a3b6e0ec65521bea,设备管理人员,冷却水,岗位,监测指标,监测,监测,监测,检查,"[""检查""]",检查,,unmapped,null,[369],369,MEASURES,监测,Measures,监测 / Measures
ent_57abfd43208fb62d,ent_9c944f63c92020ee,MEASURES,rel_8375adadecbc9d58,设备管理人员,燃油状态,岗位,监测指标,监测,监测,监测,检查,"[""检查""]",检查,,unmapped,null,[369],369,MEASURES,监测,Measures,监测 / Measures
ent_57abfd43208fb62d,ent_a334850d3d814564,TARGETS,rel_6ee94ce6595aae5e,设备管理人员,主发电机,岗位,设备部件,针对,针对,针对,检查,"[""检查""]",检查,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_c36804f0e8a37b9b,TARGETS,rel_1af1800105d4854b,设备管理人员,主机,岗位,设备部件,针对,针对,针对,恢复...电源,"[""恢复...电源""]",恢复...电源,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_d337f98cfe1a6d35,TARGETS,rel_3e7d8f3872416784,设备管理人员,主配电板负载,岗位,电气系统,针对,针对,针对,重启,"[""重启""]",重启,,unmapped,null,[369],369,TARGETS,针对,Targets,针对 / Targets
ent_57abfd43208fb62d,ent_e07299e2828a469a,FOLLOWS,rel_8377702018105b74,设备管理人员,全船失电后的恢复程序,岗位,规范程序,遵循,遵循,遵循,落实,"[""落实""]",落实,,unmapped,null,[369],369,FOLLOWS,遵循,Follows,遵循 / Follows
ent_57abfd43208fb62d,ent_eb902a5e499c383e,HANDLES,rel_3f205906fe584ed2,设备管理人员,故障,岗位,故障异常,处理,处理,处理,采取针对性技术处理,"[""采取针对性技术处理""]",采取针对性技术处理,,unmapped,null,[369],369,HANDLES,处理,Handles,处理 / Handles
ent_57abfd43208fb62d,ent_f6aadf328d558396,FORMS,rel_6b01ca5a05a3bda6,设备管理人员,备件,岗位,备件耗材,形成,形成,形成,交接,"[""交接""]",交接,,unmapped,null,[369],369,FORMS,形成,Forms,形成 / Forms
ent_58bee4d4a80afe98,ent_8405b12287cb6bb1,CAUSES,rel_7da9826974804bab,镇流器故障,照明闪烁,原因因素,故障异常,导致,导致,导致,由...引起,"[""由...引起""]",由...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[380],380,CAUSES,导致,Causes,导致 / Causes
ent_59b4a4545a9a0808,ent_aafa1c5b29fe7b0e,HAS_DIAGNOSTIC_INDICATOR,rel_f67327ad9053bc05,过热,低级绝缘设备,监测指标,设备部件,诊断指标,诊断指标,诊断指标,用于...初步诊断,"[""用于...初步诊断""]",用于...初步诊断,,unmapped,null,[366],366,HAS_DIAGNOSTIC_INDICATOR,诊断指标,Has Diagnostic Indicator,诊断指标 / Has Diagnostic Indicator
ent_5a75b145b0a174de,ent_5a0830226afad0a7,TARGETS,rel_f9625688bf28f09a,技术决策,电气系统,作业活动,电气系统,针对,针对,针对,全船电气系统的,"[""全船电气系统的""]",全船电气系统的,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""电气系统""}",[360],360,TARGETS,针对,Targets,针对 / Targets
ent_5ac5138eed52406e,ent_88f7201aa78d2b83,CAUSES,rel_c8289d296c6ea17c,模块电源异常,模块掉线,原因因素,故障异常,导致,导致,导致,因...引起,"[""因...引起""]",因...引起,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[382],382,CAUSES,导致,Causes,导致 / Causes
ent_5aed1908e4239d72,ent_0bcb66eaf3ac0570,FOLLOWS,rel_25ea5a6bf9bb844b,逻辑修改,记录程序,作业活动,规范程序,遵循,遵循,遵循,履行...程序,"[""履行...程序""]",履行...程序,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[382],382,FOLLOWS,遵循,Follows,遵循 / Follows
ent_5aed1908e4239d72,ent_ae880ff5227fca37,FOLLOWS,rel_922d011753747ac9,逻辑修改,审批程序,作业活动,规范程序,遵循,遵循,遵循,履行...程序,"[""履行...程序""]",履行...程序,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[382],382,FOLLOWS,遵循,Follows,遵循 / Follows
ent_5bab416cc502d051,ent_13e8a4c99968c149,CAUSES,rel_c981e0273959b41b,充电器故障,启动失败,原因因素,故障异常,导致,导致,导致,常见于...故障,"[""常见于...故障""]",常见于...故障,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[379],379,CAUSES,导致,Causes,导致 / Causes
ent_5dd3e0c477eb9d19,ent_8026b84d8719127e,CAUSES,rel_384d74eaa6a0cbd2,电缆受潮,接地故障,原因因素,故障异常,导致,导致,导致,可能成因,"[""可能成因""]",可能成因,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障异常""}",[367],367,CAUSES,导致,Causes,导致 / Causes
ent_5ebf206e9438842a,ent_779e7449eafeda16,TARGETS,rel_2c5cb6e9cac36e85,紧固螺栓,连接螺栓,作业活动,设备部件,针对,针对,针对,检查...连接螺栓,"[""检查...连接螺栓""]",检查...连接螺栓,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[378],378,TARGETS,针对,Targets,针对 / Targets
ent_5ebf206e9438842a,ent_bea746e7d87328af,FOLLOWS,rel_668b5d8ef214f1b7,紧固螺栓,典型电气设备专项管理与维修,作业活动,规范程序,遵循,遵循,遵循,第十四章典型电气设备专项管理与维修,"[""第十四章典型电气设备专项管理与维修""]",第十四章典型电气设备专项管理与维修,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""遵循"", ""relation_key"": ""遵循"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""规范程序""}",[378],378,FOLLOWS,遵循,Follows,遵循 / Follows
ent_5f22d4018f3a6aec,ent_01c8ba32b8ec9964,HAS_DIAGNOSTIC_INDICATOR,rel_b07f9a50b1b8c87e,绝缘漆融化,绝缘故障,故障异常,故障异常,诊断指标,诊断指标,诊断指标,是判断...的重要信号,"[""是判断...的重要信号""]",是判断...的重要信号,,unmapped,null,[365],365,HAS_DIAGNOSTIC_INDICATOR,诊断指标,Has Diagnostic Indicator,诊断指标 / Has Diagnostic Indicator
ent_603a9083f86ab059,ent_a6228cf00303c32c,MEASURES,rel_bdbd26757cd3dffb,绝缘电阻,绝缘监察继电器,监测指标,设备部件,监测,监测,监测,观察,"[""观察""]",观察,,unmapped,null,[364],364,MEASURES,监测,Measures,监测 / Measures
ent_60dac905ac495223,ent_0c55bf55c80acb07,TARGETS,rel_2276bf23929f0c61,电解处理,压载水处理系统,作业活动,设备部件,针对,针对,针对,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""作业活动"", ""target_entity_type"": ""设备部件""}",[372],372,TARGETS,针对,Targets,针对 / Targets
ent_6196726d3d70d784,ent_10991af01325c6f0,POWERS,rel_533e80b7a7eb6890,导航设备,船舶电力系统,设备部件,电气系统,供电,供电,供电,消耗电能,"[""消耗电能""]",消耗电能,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""供电"", ""relation_key"": ""供电"", ""source_entity_type"": ""设备部件"", ""target_entity_type"": ""电气系统""}",[371],371,POWERS,供电,Powers,供电 / Powers
