relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe,canonical_type_en,display_type_zh,display_type_en,display_type_bilingual
rel_46b45928fccef119,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_9a3582567b9c1766,脉冲涡轮增压,低负荷,维修工艺/措施,参数/指标,监控,监控,监控,性能好,"[""性能好""]",性能好,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_a5540a1fce96bf10,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_b0084de465417db4,脉冲涡轮增压,定压能,维修工艺/措施,参数/指标,监控,监控,监控,利用,"[""利用""]",利用,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_c70a1677fa9aadf3,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_b152fb14347f9d01,脉冲涡轮增压,加速性能,维修工艺/措施,参数/指标,监控,监控,监控,好,"[""好""]",好,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_2bfc86f0f2163409,REL_9263E46A01,ent_1fd3865cf5f148ca,ent_c856537a163f3bec,脉冲涡轮增压,滞后,维修工艺/措施,故障/异常,处理,处理,处理,无明显,"[""无明显""]",无明显,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[359],359,HANDLES,处理,Handles,处理 / Handles
rel_09187bd54b1dcf0f,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_dcb393968684d099,脉冲涡轮增压,气口清洁度,维修工艺/措施,参数/指标,监控,监控,监控,敏感,"[""敏感""]",敏感,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_59750118d049e1ab,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_e5c153bc6d08d500,脉冲涡轮增压,脉冲能,维修工艺/措施,参数/指标,监控,监控,监控,利用,"[""利用""]",利用,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_0acf6a82dc2a5d09,REL_C87CBD5FC8,ent_1fd3865cf5f148ca,ent_e8f7e56ee848ab85,脉冲涡轮增压,效率,维修工艺/措施,参数/指标,监控,监控,监控,较低,"[""较低""]",较低,,unmapped,null,[359],359,MONITORS,监控,Monitors,监控 / Monitors
rel_f3f3daf05b6eec44,REL_FEA281029C,ent_1fd3865cf5f148ca,ent_fa90a59a9b606897,脉冲涡轮增压,排气管,维修工艺/措施,设备对象,适用于,适用于,适用于,要求严格,"[""要求严格""]",要求严格,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""设备对象""}",[359],359,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_3002eb5021218141,REL_F896FB3776,ent_20393a58161449ff,ent_1f1be4deb795a7bd,主机,固定部件,设备对象,设备对象,包含,包含,包含,包含,"[""包含""]",包含,,unmapped,null,[353],353,CONTAINS,包含,Contains,包含 / Contains
rel_25ff01f67f2dc3a7,REL_D984D98F05,ent_20393a58161449ff,ent_895f5c3446d6f190,主机,设备说明书,设备对象,文件,依据,依据,依据,按照...要求,"[""按照...要求""]",按照...要求,,unmapped,null,[351],351,BASED_ON,依据,Based On,依据 / Based On
rel_887f674019d089d6,REL_76FDF5E82D,ent_20c23eaef0c881ba,ent_97746b1fd783d4bc,项目质量负责人,专检,责任主体,检验/试验,负责,负责,负责,由项目质量负责人进行专检,"[""由项目质量负责人进行专检""]",由项目质量负责人进行专检,,unmapped,null,[342],342,RESPONSIBLE_FOR,负责,Responsible For,负责 / Responsible For
rel_1cf1173cca330701,REL_B3FF0C7392,ent_213b91125ae9894e,ent_ff81675320bba67c,中间检验节点,装配工艺,检验/试验,维修工艺/措施,检测,检测,检测,装配过程中的...节点,"[""装配过程中的...节点""]",装配过程中的...节点,,unmapped,null,[336],336,INSPECTS,检测,Inspects,检测 / Inspects
rel_473bd0bcfaf69bfb,REL_9899E5D4D0,ent_214a23c9eec3f3bd,ent_083868f736c53d4e,变色,内部磨损故障,原因/影响因素,故障/异常,导致,导致,导致,如...辅助判断,"[""如...辅助判断""]",如...辅助判断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[330],330,CAUSES,导致,Causes,导致 / Causes
rel_3cae0392ade7587b,REL_93D4786288,ent_21d173006e89105d,ent_165bbf88cbe1e1bf,部件清洁与防护,压缩空气,维修活动,设备对象,针对,针对,针对,使用...吹干,"[""使用...吹干""]",使用...吹干,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_e864fe05328d3569,REL_93D4786288,ent_21d173006e89105d,ent_238defa8ed1f1188,部件清洁与防护,部件配合面,维修活动,设备对象,针对,针对,针对,严禁损伤,"[""严禁损伤""]",严禁损伤,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_1aaf86d1551eb1a2,REL_93D4786288,ent_21d173006e89105d,ent_36daead55a88d568,部件清洁与防护,油道,维修活动,设备对象,针对,针对,针对,疏通,"[""疏通""]",疏通,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_24bcc4841caefbdf,REL_BD64B73930,ent_21d173006e89105d,ent_4102623e4639725c,部件清洁与防护,深度清洁,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,按方案要求进行,"[""按方案要求进行""]",按方案要求进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[339],339,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
rel_2d2049b34a182f1d,REL_93D4786288,ent_21d173006e89105d,ent_425c8320ccb33917,部件清洁与防护,精密加工面,维修活动,设备对象,针对,针对,针对,严禁损伤,"[""严禁损伤""]",严禁损伤,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_679e430a7195abea,REL_93D4786288,ent_21d173006e89105d,ent_4dd16dd84f72e813,部件清洁与防护,专用清洁托盘,维修活动,设备对象,针对,针对,针对,放置于,"[""放置于""]",放置于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_7409ea1a35ccad91,REL_BD64B73930,ent_21d173006e89105d,ent_7a0e605e45a9440b,部件清洁与防护,防锈油,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,使用...进行包裹防护,"[""使用...进行包裹防护""]",使用...进行包裹防护,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[339],339,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
rel_9e399731992a95ab,REL_93D4786288,ent_21d173006e89105d,ent_9513b6afd2088e2c,部件清洁与防护,水道,维修活动,设备对象,针对,针对,针对,疏通,"[""疏通""]",疏通,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[339],339,TARGETS,针对,Targets,针对 / Targets
rel_ba2aed2785df8c2d,REL_BD64B73930,ent_21d173006e89105d,ent_ba47293705c90b51,部件清洁与防护,防护膜,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,使用...进行包裹防护,"[""使用...进行包裹防护""]",使用...进行包裹防护,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[339],339,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
rel_35cb25fa621f4cb9,REL_C64883763F,ent_21eae84dad577864,ent_27c061b16d9cf5b3,凸轮轴,弯曲变形,设备对象,故障/异常,发生故障,发生故障,发生故障,检测...弯曲变形,"[""检测...弯曲变形""]",检测...弯曲变形,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生故障"", ""relation_key"": ""发生故障"", ""source_entity_type"": ""设备对象"", ""target_entity_type"": ""故障/异常""}",[333],333,EXPERIENCES_FAILURE,发生故障,Experiences Failure,发生故障 / Experiences Failure
rel_d70b5e20ebbf06b1,REL_9899E5D4D0,ent_2228059df8da20ba,ent_6b38be272e7c536f,主机故障率上升,危及船舶整体航行安全,故障/异常,故障/异常,导致,导致,导致,导致...更可能危及,"[""导致...更可能危及""]",导致...更可能危及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""故障/异常"", ""target_entity_type"": ""故障/异常""}",[350],350,CAUSES,导致,Causes,导致 / Causes
rel_ef2cf8303c2c2ae1,REL_B3FF0C7392,ent_236760046262c14b,ent_cbe10344992e43d6,裙部外径检测,活塞组件,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333,INSPECTS,检测,Inspects,检测 / Inspects
rel_8cfb993b531468e1,REL_BD64B73930,ent_2596ca4bfc2fae51,ent_8efefa34b68c48c3,气缸盖平面铣削,机械加工修复,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,如...（属于）,"[""如...（属于）""]",如...（属于）,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[340],340,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
rel_8666d7f2dac8c6c3,REL_C87CBD5FC8,ent_25bfc747274da287,ent_1994d3aaa55fee4a,部件更换作业,装配方向,维修活动,参数/指标,监控,监控,监控,控制,"[""控制""]",控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[341],341,MONITORS,监控,Monitors,监控 / Monitors
rel_0006e04978faa8d9,REL_C87CBD5FC8,ent_25bfc747274da287,ent_19b4796187a16b93,部件更换作业,拧紧顺序,维修活动,参数/指标,监控,监控,监控,控制,"[""控制""]",控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[341],341,MONITORS,监控,Monitors,监控 / Monitors
rel_d6cd2959485ccfc0,REL_93D4786288,ent_25bfc747274da287,ent_31e1588cb74ba2ea,部件更换作业,需更换的部件,维修活动,设备对象,针对,针对,针对,针对,"[""针对""]",针对,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[341],341,TARGETS,针对,Targets,针对 / Targets
rel_c7ccb621c929f83b,REL_6931BB1DA1,ent_25bfc747274da287,ent_50199a53d1fde79c,部件更换作业,维修档案,维修活动,文件,产出,产出,产出,纳入,"[""纳入""]",纳入,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""产出"", ""relation_key"": ""产出"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""文件""}",[341],341,PRODUCES,产出,Produces,产出 / Produces
rel_034054d5dc635307,REL_D984D98F05,ent_25bfc747274da287,ent_5bc9c1bcf2fd9ffd,部件更换作业,维修方案,维修活动,文件,依据,依据,依据,按照,"[""按照""]",按照,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""依据"", ""relation_key"": ""依据"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""文件""}",[341],341,BASED_ON,依据,Based On,依据 / Based On
rel_2286c8f1aba4192e,REL_C87CBD5FC8,ent_25bfc747274da287,ent_7c630c0d389079f0,部件更换作业,预紧力,维修活动,参数/指标,监控,监控,监控,控制,"[""控制""]",控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[341],341,MONITORS,监控,Monitors,监控 / Monitors
rel_95a491e030385336,REL_6931BB1DA1,ent_25bfc747274da287,ent_848f250c53b29a36,部件更换作业,更换记录,维修活动,文件,产出,产出,产出,做好,"[""做好""]",做好,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""产出"", ""relation_key"": ""产出"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""文件""}",[341],341,PRODUCES,产出,Produces,产出 / Produces
rel_f65b0594c40be234,REL_B1BABCEF8C,ent_25bfc747274da287,ent_8562351af59769ba,部件更换作业,进场复核检验,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,进行,"[""进行""]",进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[341],341,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
rel_2220f564f9d594a3,REL_9263E46A01,ent_25bfc747274da287,ent_a3f7726ee6b87bda,部件更换作业,漏装,维修活动,故障/异常,处理,处理,处理,严禁,"[""严禁""]",严禁,,unmapped,null,[341],341,HANDLES,处理,Handles,处理 / Handles
rel_8b7c625fcd001296,REL_9263E46A01,ent_25bfc747274da287,ent_bf8d3a15b4979579,部件更换作业,错装,维修活动,故障/异常,处理,处理,处理,严禁,"[""严禁""]",严禁,,unmapped,null,[341],341,HANDLES,处理,Handles,处理 / Handles
rel_231f2c92e9f71a56,REL_C87CBD5FC8,ent_25bfc747274da287,ent_c9c04f201fd4709d,部件更换作业,配合间隙,维修活动,参数/指标,监控,监控,监控,控制,"[""控制""]",控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监控"", ""relation_key"": ""监控"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""参数/指标""}",[341],341,MONITORS,监控,Monitors,监控 / Monitors
rel_8ff2d15013f2e55d,REL_BD64B73930,ent_25bfc747274da287,ent_d37a736e41f72ccb,部件更换作业,原厂装配工艺,维修活动,维修工艺/措施,采用维修工艺,采用维修工艺,采用维修工艺,按照...进行,"[""按照...进行""]",按照...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用维修工艺"", ""relation_key"": ""采用维修工艺"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""维修工艺/措施""}",[341],341,USES_REPAIR_PROCESS,采用维修工艺,Uses Repair Process,采用维修工艺 / Uses Repair Process
rel_fec1d36a923504b8,REL_9899E5D4D0,ent_2673b5d001170cdd,ent_083868f736c53d4e,乳化,内部磨损故障,原因/影响因素,故障/异常,导致,导致,导致,如...辅助判断,"[""如...辅助判断""]",如...辅助判断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[330],330,CAUSES,导致,Causes,导致 / Causes
rel_a995a663b7080587,REL_B3FF0C7392,ent_267b7698a1c51cfb,ent_21eae84dad577864,轴的弯曲变形检测,凸轮轴,检验/试验,设备对象,检测,检测,检测,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[333],333,INSPECTS,检测,Inspects,检测 / Inspects
rel_3e4dd0dfbfd815e4,REL_523E40A074,ent_267b7698a1c51cfb,ent_27c061b16d9cf5b3,轴的弯曲变形检测,弯曲变形,检验/试验,故障/异常,发现,发现,发现,检测,"[""检测""]",检测,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发现"", ""relation_key"": ""发现"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""故障/异常""}",[333],333,DISCOVERS,发现,Discovers,发现 / Discovers
rel_8d81324dece5c7ab,REL_9899E5D4D0,ent_26c98f26974704f2,ent_9d7af5c15d605e11,船体因配载不均或外力冲击发生变形引发的结构应力,机座油底壳裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_d58a314d3077c17e,REL_9899E5D4D0,ent_26c98f26974704f2,ent_e1e413181256ce4b,船体因配载不均或外力冲击发生变形引发的结构应力,缸体裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_7dcf1ade3ad3b519,REL_9899E5D4D0,ent_26c98f26974704f2,ent_ebc2d1f02ea82beb,船体因配载不均或外力冲击发生变形引发的结构应力,A 字架裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_a0bc02c6fc14f683,REL_76FDF5E82D,ent_27b25e5deade6dc5,ent_85eee71ff854bcb5,船方机务管理部门,船方确认,责任主体,维修活动,负责,负责,负责,进行确认,"[""进行确认""]",进行确认,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""负责"", ""relation_key"": ""负责"", ""source_entity_type"": ""责任主体"", ""target_entity_type"": ""维修活动""}",[337],337,RESPONSIBLE_FOR,负责,Responsible For,负责 / Responsible For
rel_0c5c10d9622ef70e,REL_523E40A074,ent_2881d8f4f18cf184,ent_62e19b4709750079,检查管路法兰接头,松动,维修活动,故障/异常,发现,发现,发现,检查...有无,"[""检查...有无""]",检查...有无,,unmapped,null,[330],330,DISCOVERS,发现,Discovers,发现 / Discovers
rel_26f334527fc04937,REL_523E40A074,ent_2881d8f4f18cf184,ent_d62d28d0ebdfa134,检查管路法兰接头,破损,维修活动,故障/异常,发现,发现,发现,检查...有无,"[""检查...有无""]",检查...有无,,unmapped,null,[330],330,DISCOVERS,发现,Discovers,发现 / Discovers
rel_13f82b5a1a1ebfc4,REL_B3FF0C7392,ent_291815c6ed4640ef,ent_fd378233c9ad0099,高压油泵密封性试验,燃油喷射系统,检验/试验,设备对象,检测,检测,检测,针对...进行,"[""针对...进行""]",针对...进行,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""检测"", ""relation_key"": ""检测"", ""source_entity_type"": ""检验/试验"", ""target_entity_type"": ""设备对象""}",[331],331,INSPECTS,检测,Inspects,检测 / Inspects
rel_b342053127263b87,REL_FEA281029C,ent_29ac2b21f8de365f,ent_d218176668ecf113,控制磨损形式,缸套,维修工艺/措施,设备对象,适用于,适用于,适用于,需重点控制,"[""需重点控制""]",需重点控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""设备对象""}",[353],353,APPLIES_TO,适用于,Applies To,适用于 / Applies To
rel_2091b726fbb650b0,REL_9263E46A01,ent_29ac2b21f8de365f,ent_fef38f2b481cd055,控制磨损形式,磨损,维修工艺/措施,故障/异常,处理,处理,处理,控制,"[""控制""]",控制,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""处理"", ""relation_key"": ""处理"", ""source_entity_type"": ""维修工艺/措施"", ""target_entity_type"": ""故障/异常""}",[353],353,HANDLES,处理,Handles,处理 / Handles
rel_1ae3aa836aa36af1,REL_93D4786288,ent_29ce3ace37bfa428,ent_901af3ed58de920b,切断管路,冷却水系统管路,维修活动,设备对象,针对,针对,针对,切断,"[""切断""]",切断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[330],330,TARGETS,针对,Targets,针对 / Targets
rel_ac28169c14afab4c,REL_93D4786288,ent_29ce3ace37bfa428,ent_9d5a64a6fef4e9aa,切断管路,滑油系统管路,维修活动,设备对象,针对,针对,针对,切断,"[""切断""]",切断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[330],330,TARGETS,针对,Targets,针对 / Targets
rel_6e9d11266a0fe107,REL_93D4786288,ent_29ce3ace37bfa428,ent_aefb02d6ee2403f1,切断管路,压缩空气系统管路,维修活动,设备对象,针对,针对,针对,切断,"[""切断""]",切断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[330],330,TARGETS,针对,Targets,针对 / Targets
rel_bceb05e9e6d5dfd6,REL_93D4786288,ent_29ce3ace37bfa428,ent_c1a32df8629ffd06,切断管路,燃油系统管路,维修活动,设备对象,针对,针对,针对,切断,"[""切断""]",切断,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""针对"", ""relation_key"": ""针对"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""设备对象""}",[330],330,TARGETS,针对,Targets,针对 / Targets
rel_c7a43c498c3bf06b,REL_D984D98F05,ent_2a9b57d0fa598224,ent_5bc9c1bcf2fd9ffd,进厂勘验检验,维修方案,检验/试验,文件,依据,依据,依据,是...制定的依据,"[""是...制定的依据""]",是...制定的依据,,unmapped,null,[343],343,BASED_ON,依据,Based On,依据 / Based On
rel_b4b5142370f846ed,REL_B1BABCEF8C,ent_2a9b57d0fa598224,ent_6b15799d35314b76,进厂勘验检验,故障勘验,检验/试验,检验/试验,采用检测方法,采用检测方法,采用检测方法,详见,"[""详见""]",详见,,unmapped,null,[343],343,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
rel_186b2066d84054ca,REL_C11219E27C,ent_2a9b57d0fa598224,ent_a8ca98afc724c9a1,进厂勘验检验,工序间检验,检验/试验,检验/试验,前置于,前置于,前置于,分为进厂勘验检验、工序间检验、完工最终检验三个阶段,"[""分为进厂勘验检验、工序间检验、完工最终检验三个阶段""]",分为进厂勘验检验、工序间检验、完工最终检验三个阶段,,unmapped,null,[342],342,PRECEDES,前置于,Precedes,前置于 / Precedes
rel_97815e8f79d34455,REL_9899E5D4D0,ent_2bf34bce4c8f1055,ent_9d7af5c15d605e11,装配与紧固应力偏差大,机座油底壳裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_1ec6f64f90a61921,REL_9899E5D4D0,ent_2bf34bce4c8f1055,ent_e1e413181256ce4b,装配与紧固应力偏差大,缸体裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_4cfd4c63efdf45ba,REL_9899E5D4D0,ent_2bf34bce4c8f1055,ent_ebc2d1f02ea82beb,装配与紧固应力偏差大,A 字架裂损与变形,原因/影响因素,故障/异常,导致,导致,导致,主要原因包括,"[""主要原因包括""]",主要原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因/影响因素"", ""target_entity_type"": ""故障/异常""}",[354],354,CAUSES,导致,Causes,导致 / Causes
rel_9ca446b23a70751d,REL_9899E5D4D0,ent_2c36d8c641170115,ent_39c6b550d5b28076,油污,待装配的部件,原因/影响因素,设备对象,导致,导致,导致,确保无,"[""确保无""]",确保无,,unmapped,null,[341],341,CAUSES,导致,Causes,导致 / Causes
rel_c1382d55cf0636dd,REL_B1BABCEF8C,ent_2d7e08f8c4890b69,ent_1c992cc242b33118,非破坏性无损检测 (NDT),内窥镜检测,维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,采用...使用,"[""采用...使用""]",采用...使用,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
rel_dc5c038b47d7baed,REL_B1BABCEF8C,ent_2d7e08f8c4890b69,ent_4344fa00914ef33d,非破坏性无损检测 (NDT),超声波探伤 (UT),维修活动,检验/试验,采用检测方法,采用检测方法,采用检测方法,采用...使用,"[""采用...使用""]",采用...使用,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用检测方法"", ""relation_key"": ""采用检测方法"", ""source_entity_type"": ""维修活动"", ""target_entity_type"": ""检验/试验""}",[331],331,USES_TEST_METHOD,采用检测方法,Uses Test Method,采用检测方法 / Uses Test Method
