relationship_id,neo4j_rel_type,source_entity_id,target_entity_id,source,target,source_role,target_role,relation_key,canonical_type,type,raw_type,raw_types_json,raw_types_pipe,description,normalization_status,matched_schema_json,source_chunk_ids_json,source_chunk_ids_pipe
rel_d7639cd1ca0467d8,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_3447717743711de7,红外热成像,发电机,监测诊断手段,机电对象,监测,监测,监测,通过...实现,"[""通过...实现""]",通过...实现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[449],449
rel_e0aad8e98055a40b,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_51f510ed28884a33,红外热成像,主机,监测诊断手段,机电对象,监测,监测,监测,通过...实现,"[""通过...实现""]",通过...实现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[449],449
rel_b2ea3862426a9700,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_6947d82e200eb51f,红外热成像,配电板,监测诊断手段,机电对象,监测,监测,监测,对...进行无接触巡检,"[""对...进行无接触巡检""]",对...进行无接触巡检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_42938f7b0f5f3385,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_6eaae79c9bb91065,红外热成像,接线端子,监测诊断手段,机电对象,监测,监测,监测,对...进行无接触巡检,"[""对...进行无接触巡检""]",对...进行无接触巡检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_16aecabbd5bb5a0e,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_87d91ffec8479486,红外热成像,变频器,监测诊断手段,机电对象,监测,监测,监测,通过...实现,"[""通过...实现"", ""对...进行无接触巡检""]",通过...实现|对...进行无接触巡检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}","[449, 457]",449|457
rel_6646afd3492aad08,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_bb5e8a8151c400ef,红外热成像,电动机,监测诊断手段,机电对象,监测,监测,监测,通过...实现,"[""通过...实现""]",通过...实现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[449],449
rel_11016a5f02c599ea,REL_6ED9EA33F3,ent_47920b842f1c981f,ent_e23a52d1dcd00293,红外热成像,电缆接头,监测诊断手段,机电对象,监测,监测,监测,对...进行无接触巡检,"[""对...进行无接触巡检""]",对...进行无接触巡检,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_5dd810e159aad88f,REL_F599D32E5F,ent_47d71701c85fd08c,ent_023881db1c7534fb,排查主开关本体电路板或执行机构,主开关拒动或误动,处置措施,故障类型,用于处理,用于处理,用于处理,处理顺序应为,"[""处理顺序应为""]",处理顺序应为,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于处理"", ""relation_key"": ""用于处理"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""故障类型""}",[438],438
rel_0082486fabc063b9,REL_C8F49B50A6,ent_48a7b21c6ea10248,ent_74e6c6e037b556da,严格按对位标记装配,振动过大,预防管理策略,故障类型,用于预防,用于预防,用于预防,应,"[""应""]",应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于预防"", ""relation_key"": ""用于预防"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""故障类型""}",[440],440
rel_ed73ecf74cc3f100,REL_9899E5D4D0,ent_496fae5ca9e6d39b,ent_3fc0d67890072097,加速时间过短,过电流故障,原因因素,故障类型,导致,导致,导致,检查...是否,"[""检查...是否""]",检查...是否,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障类型""}",[439],439
rel_1da9a6b947a89bbc,REL_9899E5D4D0,ent_49daeb530f51211c,ent_98c663270b685ad2,燃烧压力和螺旋桨推力共同作用,扭转与轴向耦合振动,原因因素,故障现象,导致,导致,导致,产生,"[""产生""]",产生,,unmapped,null,[442],442
rel_12e19f2f21e79152,REL_9899E5D4D0,ent_49f3a9086d9ba925,ent_eec331b16e2187bd,出口阀未开,泵,原因因素,机电对象,导致,导致,导致,是否,"[""是否""]",是否,,unmapped,null,[454],454
rel_03de90ba775030df,REL_C8F49B50A6,ent_4b42c9bef5fabbc5,ent_2bb8aba34896fd38,培训教材,压力开关失效,预防管理策略,故障案例,用于预防,用于预防,用于预防,用于预防,"[""用于预防""]",用于预防,,unmapped,null,[456],456
rel_066eb79f9b36ae55,REL_9899E5D4D0,ent_4bb8b090f864dfab,ent_6a4c43d27005409e,气门间隙失调,气门故障,原因因素,故障类型,导致,导致,导致,诱因包括,"[""诱因包括""]",诱因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障类型""}",[431],431
rel_27e62acb552ae7c0,REL_6ED9EA33F3,ent_4c2492c99f8680b6,ent_87d91ffec8479486,整流桥和 IGBT 模块静态测试,变频器,监测诊断手段,机电对象,监测,监测,监测,内部维护包括,"[""内部维护包括""]",内部维护包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[439],439
rel_151511cbc872cc8f,REL_F599D32E5F,ent_4c867cb183e9be4d,ent_5c766d4064841e22,限时修复,重要缺陷,处置措施,故障类型,用于处理,用于处理,用于处理,决定,"[""决定""]",决定,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于处理"", ""relation_key"": ""用于处理"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""故障类型""}",[453],453
rel_837e62b1e2d5092e,REL_6ED9EA33F3,ent_4da4b79d0216afa6,ent_0df3af14a7ec46fd,振动监测系统,分油机,监测诊断手段,机电对象,监测,监测,监测,对...进行连续采样,"[""对...进行连续采样""]",对...进行连续采样,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_b3cd4b95c28aedf3,REL_0392E69299,ent_4da4b79d0216afa6,ent_1dff003e5b796d91,振动监测系统,异常频带,监测诊断手段,故障现象,用于诊断,用于诊断,用于诊断,自动识别,"[""自动识别""]",自动识别,,unmapped,null,[457],457
rel_113e8f3e8d930e9d,REL_6ED9EA33F3,ent_4da4b79d0216afa6,ent_25edb1dda44cbfd7,振动监测系统,关键泵组,监测诊断手段,机电对象,监测,监测,监测,对...进行连续采样,"[""对...进行连续采样""]",对...进行连续采样,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_dbd92cada2bff8df,REL_6ED9EA33F3,ent_4da4b79d0216afa6,ent_3447717743711de7,振动监测系统,发电机,监测诊断手段,机电对象,监测,监测,监测,对...进行连续采样,"[""对...进行连续采样""]",对...进行连续采样,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_717bdf40796fb86a,REL_6ED9EA33F3,ent_4da4b79d0216afa6,ent_51f510ed28884a33,振动监测系统,主机,监测诊断手段,机电对象,监测,监测,监测,对...进行连续采样,"[""对...进行连续采样""]",对...进行连续采样,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""监测"", ""relation_key"": ""监测"", ""source_entity_type"": ""监测诊断手段"", ""target_entity_type"": ""机电对象""}",[457],457
rel_9a1a68fe2b2765b6,REL_5D9506010F,ent_4db2e920d28604c9,ent_2ee7735ca5a5667c,散热恶化,间歇停机,故障类型,故障现象,表现为,表现为,表现为,问题,"[""问题""]",问题,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[448],448
rel_5ff1edfbe51b357d,REL_5D9506010F,ent_4db2e920d28604c9,ent_6a66419b3473492f,散热恶化,温升偏高,故障类型,故障现象,表现为,表现为,表现为,问题,"[""问题""]",问题,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[448],448
rel_6a78ba7d41524b7f,REL_3F8A56C3E0,ent_4db2e920d28604c9,ent_d823df3f7eb77ee7,散热恶化,滤器,故障类型,机电对象,发生于,发生于,发生于,导致...滤器堵塞,"[""导致...滤器堵塞""]",导致...滤器堵塞,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""发生于"", ""relation_key"": ""发生于"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""机电对象""}",[448],448
rel_c1df14f36ab9069e,REL_5D9506010F,ent_4db2e920d28604c9,ent_d9c9f6cfacd04375,散热恶化,压力不足,故障类型,故障现象,表现为,表现为,表现为,问题,"[""问题""]",问题,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[448],448
rel_18c262caeb5708ae,REL_F599D32E5F,ent_4db7749a66d154ed,ent_be191d4e1e6ed86b,加强燃油净化和分油机管理,燃油系统故障,处置措施,故障类型,用于处理,用于处理,用于处理,应,"[""应""]",应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于处理"", ""relation_key"": ""用于处理"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""故障类型""}",[435],435
rel_834a96db6a0079fe,REL_5D9506010F,ent_4e10ff6fc4e729bd,ent_47a386d60a2b87f6,结构共振,幅值,故障类型,故障现象,表现为,表现为,表现为,识别...故障征兆,"[""识别...故障征兆""]",识别...故障征兆,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[434],434
rel_2b8ad73d97c6e25e,REL_5D9506010F,ent_4e10ff6fc4e729bd,ent_51daf878d3ebc865,结构共振,频谱特征,故障类型,故障现象,表现为,表现为,表现为,识别...故障征兆,"[""识别...故障征兆""]",识别...故障征兆,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[434],434
rel_5e06caf705d7c179,REL_5D9506010F,ent_4e10ff6fc4e729bd,ent_d6a2bceb3c0602b8,结构共振,振动频率,故障类型,故障现象,表现为,表现为,表现为,识别...故障征兆,"[""识别...故障征兆""]",识别...故障征兆,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[434],434
rel_c7cce6dcafd764c6,REL_27ECCF9785,ent_4e424e7a1c2dce7e,ent_1915a6c075b62968,传感器误报,停机保护,故障现象,故障现象,触发,触发,触发,触发,"[""触发""]",触发,,unmapped,null,[452],452
rel_dc9104cda0f1b48e,REL_27ECCF9785,ent_4e424e7a1c2dce7e,ent_907ef0e00cb5bd9e,传感器误报,降速,故障现象,故障现象,触发,触发,触发,触发,"[""触发""]",触发,,unmapped,null,[452],452
rel_ac21f6154add486f,REL_C8F49B50A6,ent_4e5450f995efff65,ent_ab4ed4b121268f66,加强低负荷工况监控,烟灰失火,预防管理策略,故障类型,用于预防,用于预防,用于预防,预防重点在于,"[""预防重点在于""]",预防重点在于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于预防"", ""relation_key"": ""用于预防"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""故障类型""}",[440],440
rel_dae1e414edbbf279,REL_9899E5D4D0,ent_4e971f95541fe551,ent_7506e0c74b213bcc,燃油系统泄漏,火灾,故障类型,故障现象,导致,导致,导致,引发,"[""引发""]",引发,,unmapped,null,[429],429
rel_8fd178c7a4fee4b8,REL_9899E5D4D0,ent_4e971f95541fe551,ent_ba06cdaa723bd69c,燃油系统泄漏,动力中断,故障类型,故障现象,导致,导致,导致,造成,"[""造成""]",造成,,unmapped,null,[429],429
rel_d9dea9673741fbff,REL_F599D32E5F,ent_4ea4fc09803a82be,ent_ee247bf4973d445d,启用轻柴油系统,主机无法启动,处置措施,故障类型,用于处理,用于处理,用于处理,解决此类问题应先,"[""解决此类问题应先""]",解决此类问题应先,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""用于处理"", ""relation_key"": ""用于处理"", ""source_entity_type"": ""处置措施"", ""target_entity_type"": ""故障类型""}",[445],445
rel_f0e5ca36e5318f08,REL_6966A6BDB7,ent_4f2c3d4e8543f1ae,ent_12f1f4f963d7b70e,发电机 AVR 故障致电压不稳案例,联轴器错位,故障案例,原因因素,归因于,归因于,归因于,导致的,"[""导致的""]",导致的,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""归因于"", ""relation_key"": ""归因于"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""原因因素""}",[446],446
rel_833d3819360ce2c2,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_149b82fa045dd94f,发电机 AVR 故障致电压不稳案例,加强润滑,故障案例,预防管理策略,采取,采取,采取,预防重点在于,"[""预防重点在于""]",预防重点在于,,unmapped,null,[446],446
rel_1766c971efd6d930,REL_6966A6BDB7,ent_4f2c3d4e8543f1ae,ent_273d28bbfc304426,发电机 AVR 故障致电压不稳案例,AVR 性能劣化,故障案例,原因因素,归因于,归因于,归因于,故障根源在于,"[""故障根源在于""]",故障根源在于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""归因于"", ""relation_key"": ""归因于"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""原因因素""}",[446],446
rel_567aa68ce94aad6d,REL_414B008BA9,ent_4f2c3d4e8543f1ae,ent_3447717743711de7,发电机 AVR 故障致电压不稳案例,发电机,故障案例,机电对象,涉及,涉及,涉及,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及"", ""relation_key"": ""涉及"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""机电对象""}",[446],446
rel_857037644a7fb0d9,REL_365456916C,ent_4f2c3d4e8543f1ae,ent_43ed7fd2553daa4b,发电机 AVR 故障致电压不稳案例,振动监控,故障案例,监测诊断手段,采用,采用,采用,监控,"[""监控""]",监控,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采用"", ""relation_key"": ""采用"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""监测诊断手段""}",[446],446
rel_c5917acb7b703466,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_53aa552d14b38b7f,发电机 AVR 故障致电压不稳案例,严格执行 PMS 计划,故障案例,预防管理策略,采取,采取,采取,预防重点在于,"[""预防重点在于""]",预防重点在于,,unmapped,null,[446],446
rel_d8e0c146143a740f,REL_5D9506010F,ent_4f2c3d4e8543f1ae,ent_5431cdb81f0a8590,发电机 AVR 故障致电压不稳案例,逆功率现象,故障案例,故障现象,表现为,表现为,表现为,出现,"[""出现""]",出现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""故障现象""}",[446],446
rel_d26cce8d5abd2b53,REL_5D9506010F,ent_4f2c3d4e8543f1ae,ent_5580d1403273e683,发电机 AVR 故障致电压不稳案例,无法稳定同步,故障案例,故障现象,表现为,表现为,表现为,出现,"[""出现""]",出现,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""故障现象""}",[446],446
rel_c15be1f8952540f1,REL_414B008BA9,ent_4f2c3d4e8543f1ae,ent_78320fe6d4eb6546,发电机 AVR 故障致电压不稳案例,AVR 故障,故障案例,故障类型,涉及,涉及,涉及,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及"", ""relation_key"": ""涉及"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""故障类型""}",[446],446
rel_6a3f5e129d85a34f,REL_6966A6BDB7,ent_4f2c3d4e8543f1ae,ent_7a23c0df85f155c2,发电机 AVR 故障致电压不稳案例,励磁线圈绝缘破损,故障案例,原因因素,归因于,归因于,归因于,具体表现为,"[""具体表现为""]",具体表现为,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""归因于"", ""relation_key"": ""归因于"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""原因因素""}",[446],446
rel_73540ff210236e63,REL_5D9506010F,ent_4f2c3d4e8543f1ae,ent_7d854bee750d1bab,发电机 AVR 故障致电压不稳案例,主开关跳闸,故障案例,故障现象,表现为,表现为,表现为,导致,"[""导致""]",导致,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""故障现象""}",[446],446
rel_13ca4a938085237f,REL_6966A6BDB7,ent_4f2c3d4e8543f1ae,ent_8dbcee2e007f41d1,发电机 AVR 故障致电压不稳案例,轴承损坏,故障案例,原因因素,归因于,归因于,归因于,引发,"[""引发""]",引发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""归因于"", ""relation_key"": ""归因于"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""原因因素""}",[446],446
rel_4d60af6ebd3af548,REL_414B008BA9,ent_4f2c3d4e8543f1ae,ent_9670df4aa126537b,发电机 AVR 故障致电压不稳案例,AVR,故障案例,机电对象,涉及,涉及,涉及,涉及,"[""涉及""]",涉及,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""涉及"", ""relation_key"": ""涉及"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""机电对象""}",[446],446
rel_12f8df9aa70a8c91,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_9f5f3af6dc6e1ee7,发电机 AVR 故障致电压不稳案例,更换励磁线圈总成,故障案例,处置措施,采取,采取,采取,处理时应,"[""处理时应""]",处理时应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""处置措施""}",[446],446
rel_b143f09b95e4f975,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_bf19a7676d9c8809,发电机 AVR 故障致电压不稳案例,清洁内部通风路径,故障案例,处置措施,采取,采取,采取,处理时应,"[""处理时应""]",处理时应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""处置措施""}",[446],446
rel_585a00f40df790b0,REL_5D9506010F,ent_4f2c3d4e8543f1ae,ent_d4feab6f98a97165,发电机 AVR 故障致电压不稳案例,灯光闪烁,故障案例,故障现象,表现为,表现为,表现为,伴随,"[""伴随""]",伴随,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""表现为"", ""relation_key"": ""表现为"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""故障现象""}",[446],446
rel_23be5c4da2193b60,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_dd731556598c2683,发电机 AVR 故障致电压不稳案例,修复轴承,故障案例,处置措施,采取,采取,采取,处理时应,"[""处理时应""]",处理时应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""处置措施""}",[446],446
rel_075c1b86a955fa04,REL_5BE0DD1AA4,ent_4f2c3d4e8543f1ae,ent_f09dc97f7e6f6d7a,发电机 AVR 故障致电压不稳案例,重新校正联轴器对中,故障案例,处置措施,采取,采取,采取,处理时应,"[""处理时应""]",处理时应,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""采取"", ""relation_key"": ""采取"", ""source_entity_type"": ""故障案例"", ""target_entity_type"": ""处置措施""}",[446],446
rel_7d391ebfc4315d54,REL_F599D32E5F,ent_4f426f98ffa278d5,ent_87d91ffec8479486,功率接线端子重新紧固,变频器,处置措施,机电对象,用于处理,用于处理,用于处理,内部维护包括,"[""内部维护包括""]",内部维护包括,,unmapped,null,[439],439
rel_b6f839c0904382ae,REL_FEA281029C,ent_5002ec8d9ce857b8,ent_088f7488061f072e,制度管理,油轮,预防管理策略,机电对象,适用于,适用于,适用于,适用于,"[""适用于""]",适用于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""机电对象""}",[429],429
rel_6ca663d9746bb332,REL_FEA281029C,ent_5002ec8d9ce857b8,ent_3c6c7e41216ed2dc,制度管理,集装箱船,预防管理策略,机电对象,适用于,适用于,适用于,适用于,"[""适用于""]",适用于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""机电对象""}",[429],429
rel_0ba8997c2dd479e0,REL_FEA281029C,ent_5002ec8d9ce857b8,ent_7fe7e2af6c126813,制度管理,常规商船,预防管理策略,机电对象,适用于,适用于,适用于,适用于,"[""适用于""]",适用于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""机电对象""}",[429],429
rel_77517c44e1f58d0e,REL_FEA281029C,ent_5002ec8d9ce857b8,ent_d691afe08aa8b767,制度管理,散货船,预防管理策略,机电对象,适用于,适用于,适用于,适用于,"[""适用于""]",适用于,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""适用于"", ""relation_key"": ""适用于"", ""source_entity_type"": ""预防管理策略"", ""target_entity_type"": ""机电对象""}",[429],429
rel_ad6c75eaf39663ce,REL_9899E5D4D0,ent_50af746670b808cf,ent_6ebc1ae5255eda8e,知识不足,设备异常,原因因素,故障现象,导致,导致,导致,表现为,"[""表现为""]",表现为,,unmapped,null,[455],455
rel_1a7de861daf44c5e,REL_D9C32A4C3D,ent_519fb497e62a5846,ent_161c45ab786094bb,船舶机电系统,电力系统,机电对象,机电对象,未知,未知,未知,通过...提供电能,"[""通过...提供电能""]",通过...提供电能,,unmapped,null,[428],428
rel_e07175d12369d125,REL_6ED9EA33F3,ent_519fb497e62a5846,ent_1ff4b8c684cd3f2e,船舶机电系统,报警与控制系统,机电对象,机电对象,监测,监测,监测,对...进行连续监视,"[""对...进行连续监视""]",对...进行连续监视,,unmapped,null,[428],428
rel_0db1dce3894dd931,REL_414B008BA9,ent_519fb497e62a5846,ent_48a108bcc4076287,船舶机电系统,发电与配电系统,机电对象,机电对象,涉及,涉及,涉及,涵盖,"[""涵盖""]",涵盖,,unmapped,null,[427],427
rel_c2098188ecd7dc9a,REL_414B008BA9,ent_519fb497e62a5846,ent_637b26b3e71416a6,船舶机电系统,液压与辅助机械系统,机电对象,机电对象,涉及,涉及,涉及,涵盖,"[""涵盖""]",涵盖,,unmapped,null,[427],427
rel_aafae13fc22f165b,REL_D9C32A4C3D,ent_519fb497e62a5846,ent_778bb80807b62e01,船舶机电系统,液压执行机构,机电对象,机电对象,未知,未知,未知,通过...实现操纵控制,"[""通过...实现操纵控制""]",通过...实现操纵控制,,unmapped,null,[428],428
rel_8fea3dcd339b8e7f,REL_D9C32A4C3D,ent_519fb497e62a5846,ent_937d5d994999beca,船舶机电系统,主推进装置,机电对象,机电对象,未知,未知,未知,以...作为核心动力源,"[""以...作为核心动力源""]",以...作为核心动力源,,unmapped,null,[428],428
rel_c04b5f2a36e73b8c,REL_414B008BA9,ent_519fb497e62a5846,ent_937d5d994999beca,船舶机电系统,主推进装置,机电对象,机电对象,涉及,涉及,涉及,涵盖,"[""涵盖""]",涵盖,,unmapped,null,[427],427
rel_413316f48656fb5b,REL_414B008BA9,ent_519fb497e62a5846,ent_94063038e0030691,船舶机电系统,船舶,机电对象,机电对象,涉及,涉及,涉及,作为...的核心载体,"[""作为...的核心载体""]",作为...的核心载体,,unmapped,null,[427],427
rel_9f952767fd145640,REL_D9C32A4C3D,ent_519fb497e62a5846,ent_a0e55a2a294b5ca6,船舶机电系统,发电机组,机电对象,机电对象,未知,未知,未知,通过...提供电能,"[""通过...提供电能""]",通过...提供电能,,unmapped,null,[428],428
rel_dd4f267f41c4cfcc,REL_414B008BA9,ent_519fb497e62a5846,ent_a25475992f8200a7,船舶机电系统,操舵装置,机电对象,机电对象,涉及,涉及,涉及,涵盖,"[""涵盖""]",涵盖,,unmapped,null,[427],427
rel_d403771e33af5e39,REL_D9C32A4C3D,ent_519fb497e62a5846,ent_ad9024bfb70984f5,船舶机电系统,舵机,机电对象,机电对象,未知,未知,未知,通过...实现操纵控制,"[""通过...实现操纵控制""]",通过...实现操纵控制,,unmapped,null,[428],428
rel_119944672c15fdba,REL_414B008BA9,ent_519fb497e62a5846,ent_c634b98735a814a1,船舶机电系统,报警与自动控制系统,机电对象,机电对象,涉及,涉及,涉及,涵盖,"[""涵盖""]",涵盖,,unmapped,null,[427],427
rel_907981b7cf454cbb,REL_27ECCF9785,ent_51ad382e9289f89e,ent_d751c8ef29a803c8,虚接,误报警,故障类型,故障现象,触发,触发,触发,引发,"[""引发""]",引发,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""触发"", ""relation_key"": ""触发"", ""source_entity_type"": ""故障类型"", ""target_entity_type"": ""故障现象""}",[450],450
rel_be90f145e312a81a,REL_9899E5D4D0,ent_5231858ff9e41fe9,ent_a3f20706884587b3,短路,主配电板跳闸,原因因素,故障类型,导致,导致,导致,原因包括,"[""原因包括""]",原因包括,,exact_match,"{""aliases"": [], ""directionality"": ""directed"", ""relation"": ""导致"", ""relation_key"": ""导致"", ""source_entity_type"": ""原因因素"", ""target_entity_type"": ""故障类型""}",[438],438
