entity_id,canonical_entity_id,canonical_key,display_name,normalized_name,name,primary_type,type,type_labels_json,type_labels_pipe,description,attributes_json,source_chunk_ids_json,source_chunk_ids_pipe,entity_occurrence_ids_json,entity_occurrence_ids_pipe
ent_3a086e5ff9fd177c,ent_3a086e5ff9fd177c,ent_3a086e5ff9fd177c,内部油脚很厚，均为铝矿粉,内部油脚很厚均为铝矿粉,内部油脚很厚，均为铝矿粉,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[460],460,"[""eocc_e76a9df1ab0f07c4""]",eocc_e76a9df1ab0f07c4
ent_3a12eba919928b26,ent_3a12eba919928b26,ent_3a12eba919928b26,活塞令,活塞令,活塞令,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[473, 485, 505]",473|485|505,"[""eocc_118fb2f6238059c8"", ""eocc_69e7843f27d69710"", ""eocc_83782c6f25252fda""]",eocc_118fb2f6238059c8|eocc_69e7843f27d69710|eocc_83782c6f25252fda
ent_3a3a02d188ce9ec4,ent_3a3a02d188ce9ec4,ent_3a3a02d188ce9ec4,过度磨损,过度磨损,过度磨损,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[487],487,"[""eocc_da26558973cbae94""]",eocc_da26558973cbae94
ent_3a3dcf60814f447e,ent_3a3dcf60814f447e,ent_3a3dcf60814f447e,换重油初期温度控制不当,换重油初期温度控制不当,换重油初期温度控制不当,事故案例,事故案例,"[""事故案例""]",事故案例,,{},[483],483,"[""eocc_535abdd002f2a4d5""]",eocc_535abdd002f2a4d5
ent_3ac33003b96cc2ff,ent_3ac33003b96cc2ff,ent_3ac33003b96cc2ff,透平,透平,透平,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[484, 485]",484|485,"[""eocc_3173c898dfb86fd1"", ""eocc_4b84ef65235e7708""]",eocc_3173c898dfb86fd1|eocc_4b84ef65235e7708
ent_3ace13aadb7bc426,ent_3ace13aadb7bc426,ent_3ace13aadb7bc426,活塞冷却系统,活塞冷却系统,活塞冷却系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[475],475,"[""eocc_e2969affaf5059ac""]",eocc_e2969affaf5059ac
ent_3b4240ff3d2cd2e8,ent_3b4240ff3d2cd2e8,ent_3b4240ff3d2cd2e8,第 4 缸凸轮油管后端轴封处有烟气渗出,第4缸凸轮油管后端轴封处有烟气渗出,第 4 缸凸轮油管后端轴封处有烟气渗出,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[476],476,"[""eocc_6b67645653e2f846""]",eocc_6b67645653e2f846
ent_3b65d47d59d13013,ent_3b65d47d59d13013,ent_3b65d47d59d13013,排气阀凸轮,排气阀凸轮,排气阀凸轮,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[513],513,"[""eocc_740b1a2afce4428f""]",eocc_740b1a2afce4428f
ent_3b97e091c22895bd,ent_3b97e091c22895bd,ent_3b97e091c22895bd,漏入燃油,漏入燃油,漏入燃油,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[469],469,"[""eocc_31143f6219187332""]",eocc_31143f6219187332
ent_3bdf4b0f3368ebdf,ent_3bdf4b0f3368ebdf,ent_3bdf4b0f3368ebdf,转子的损伤未能彻底消除,转子的损伤未能彻底消除,转子的损伤未能彻底消除,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[498],498,"[""eocc_d423ce738e7cedeb""]",eocc_d423ce738e7cedeb
ent_3be8535564eb8805,ent_3be8535564eb8805,ent_3be8535564eb8805,若无法避免发生撞击，应尽快停止主机运转，以减轻事故后果,若无法避免发生撞击应尽快停止主机运转以减轻事故后果,若无法避免发生撞击，应尽快停止主机运转，以减轻事故后果,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[502],502,"[""eocc_eff710b79d484b78""]",eocc_eff710b79d484b78
ent_3c42e08d120dd65d,ent_3c42e08d120dd65d,ent_3c42e08d120dd65d,积碳严重,积碳严重,积碳严重,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[475],475,"[""eocc_b6fa4fbc32b1b405""]",eocc_b6fa4fbc32b1b405
ent_3c4908f70615a89b,ent_3c4908f70615a89b,ent_3c4908f70615a89b,缸头层敲击声,缸头层敲击声,缸头层敲击声,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[486],486,"[""eocc_70f844b9717369e6""]",eocc_70f844b9717369e6
ent_3c4f84a3c3b1b4dd,ent_3c4f84a3c3b1b4dd,ent_3c4f84a3c3b1b4dd,油位过低,油位过低,油位过低,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[470],470,"[""eocc_571b0a12c556e086""]",eocc_571b0a12c556e086
ent_3c859e85f3379038,ent_3c859e85f3379038,ent_3c859e85f3379038,营运中主机运转工况存在不正常因素,营运中主机运转工况存在不正常因素,营运中主机运转工况存在不正常因素,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[472],472,"[""eocc_69c998ca562f4f5f""]",eocc_69c998ca562f4f5f
ent_3cca8c7774859d7d,ent_3cca8c7774859d7d,ent_3cca8c7774859d7d,轴颈表面形成环形拉痕,轴颈表面形成环形拉痕,轴颈表面形成环形拉痕,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[503],503,"[""eocc_5f8a6acee4373831""]",eocc_5f8a6acee4373831
ent_3cdf728178e29a9a,ent_3cdf728178e29a9a,ent_3cdf728178e29a9a,在结束厂修出厂时轮机长应督促各主管轮机员对所有检修过的设备进行全面检查不能遗漏,在结束厂修出厂时轮机长应督促各主管轮机员对所有检修过的设备进行全面检查不能遗漏,在结束厂修出厂时轮机长应督促各主管轮机员对所有检修过的设备进行全面检查不能遗漏,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[500],500,"[""eocc_9ddf62bb98495f6d""]",eocc_9ddf62bb98495f6d
ent_3d1bd0275eed8bdd,ent_3d1bd0275eed8bdd,ent_3d1bd0275eed8bdd,主机冒黑烟,主机冒黑烟,主机冒黑烟,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},"[465, 466]",465|466,"[""eocc_aea7bd16d8bf5f88"", ""eocc_d5fb68778188dfe6""]",eocc_aea7bd16d8bf5f88|eocc_d5fb68778188dfe6
ent_3d2d5ed84cd0a51d,ent_3d2d5ed84cd0a51d,ent_3d2d5ed84cd0a51d,曲柄臂,曲柄臂,曲柄臂,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[510],510,"[""eocc_fbb67aa7a18c0ae7""]",eocc_fbb67aa7a18c0ae7
ent_3dac135d16e3ab8c,ent_3dac135d16e3ab8c,ent_3dac135d16e3ab8c,进油阀调节杆,进油阀调节杆,进油阀调节杆,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[481],481,"[""eocc_2152e829f06fd5b1""]",eocc_2152e829f06fd5b1
ent_3dd7b7def8149d2b,ent_3dd7b7def8149d2b,ent_3dd7b7def8149d2b,缸头螺栓从底部螺牙处拔起,缸头螺栓从底部螺牙处拔起,缸头螺栓从底部螺牙处拔起,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[511],511,"[""eocc_fcfae122d45cf787""]",eocc_fcfae122d45cf787
ent_3dfa263ce31137af,ent_3dfa263ce31137af,ent_3dfa263ce31137af,第 6 缸排温升高很快并高温报警,第6缸排温升高很快并高温报警,第 6 缸排温升高很快并高温报警,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[501],501,"[""eocc_ea0f13650d763d44""]",eocc_ea0f13650d763d44
ent_3e2d4524ecc80327,ent_3e2d4524ecc80327,ent_3e2d4524ecc80327,清洁检查扫气箱、口琴阀、进排气口,清洁检查扫气箱口琴阀进排气口,清洁检查扫气箱、口琴阀、进排气口,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[471],471,"[""eocc_f8ce9a19cce65887""]",eocc_f8ce9a19cce65887
ent_3eaedb1835cc2a54,ent_3eaedb1835cc2a54,ent_3eaedb1835cc2a54,轴承内滑油已漏光,轴承内滑油已漏光,轴承内滑油已漏光,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[499],499,"[""eocc_bdad8e5eaf28f181""]",eocc_bdad8e5eaf28f181
ent_3eb3ef831eed1f00,ent_3eb3ef831eed1f00,ent_3eb3ef831eed1f00,主机中间轴承,主机中间轴承,主机中间轴承,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[499],499,"[""eocc_296b4f7c26d41a69""]",eocc_296b4f7c26d41a69
ent_3ec9b78d1d9b96c4,ent_3ec9b78d1d9b96c4,ent_3ec9b78d1d9b96c4,对所管船舶的技术资料、重要设备的技术状况以及船存备件情况，要有深入了解,对所管船舶的技术资料重要设备的技术状况以及船存备件情况要有深入了解,对所管船舶的技术资料、重要设备的技术状况以及船存备件情况，要有深入了解,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[463],463,"[""eocc_71a82651c21d7b46""]",eocc_71a82651c21d7b46
ent_3f34e1fa32ca45c6,ent_3f34e1fa32ca45c6,ent_3f34e1fa32ca45c6,主机低温水膨胀水箱,主机低温水膨胀水箱,主机低温水膨胀水箱,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[477],477,"[""eocc_fafca221d2491f19""]",eocc_fafca221d2491f19
ent_3fc231d9340b510b,ent_3fc231d9340b510b,ent_3fc231d9340b510b,叶轮与涡壳擦碰并造成损伤,叶轮与涡壳擦碰并造成损伤,叶轮与涡壳擦碰并造成损伤,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[488],488,"[""eocc_b461f727b856e6c8""]",eocc_b461f727b856e6c8
ent_3fd4e4e9f4220cc2,ent_3fd4e4e9f4220cc2,ent_3fd4e4e9f4220cc2,扫气箱温度异常偏高,扫气箱温度异常偏高,扫气箱温度异常偏高,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""涉及气缸"": ""第 2、3、7 缸""}",[493],493,"[""eocc_bff17f719221b567""]",eocc_bff17f719221b567
ent_3ff93d1c6327c662,ent_3ff93d1c6327c662,ent_3ff93d1c6327c662,滚轮导套移位损坏,滚轮导套移位损坏,滚轮导套移位损坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[465],465,"[""eocc_ad16c27825c380bf""]",eocc_ad16c27825c380bf
ent_4001cf94cfb3edce,ent_4001cf94cfb3edce,ent_4001cf94cfb3edce,吊缸更换,吊缸更换,吊缸更换,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[507],507,"[""eocc_843d15503e520d7d""]",eocc_843d15503e520d7d
ent_402c9398fadd50db,ent_402c9398fadd50db,ent_402c9398fadd50db,压气端叶轮下沉擦碰外壳,压气端叶轮下沉擦碰外壳,压气端叶轮下沉擦碰外壳,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[497],497,"[""eocc_626206af45122ce3""]",eocc_626206af45122ce3
ent_405a83eb1cbc0125,ent_405a83eb1cbc0125,ent_405a83eb1cbc0125,JYH 轮主机 No.4 缸曲柄销机损事故,jyh轮主机no4缸曲柄销机损事故,JYH 轮主机 No.4 缸曲柄销机损事故,事故案例,事故案例,"[""事故案例""]",事故案例,,"{""主机型号"": ""KAWASAKIMAN B&W 5L60MC"", ""时间"": ""1996 年 2 月 26 日""}",[503],503,"[""eocc_da816286ae55c91c""]",eocc_da816286ae55c91c
ent_40826f6919739d8a,ent_40826f6919739d8a,ent_40826f6919739d8a,活塞令断裂,活塞令断裂,活塞令断裂,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[505],505,"[""eocc_845d8668e34e236a""]",eocc_845d8668e34e236a
ent_40a9eb293b8c81b0,ent_40a9eb293b8c81b0,ent_40a9eb293b8c81b0,停用 IF180cSt 燃油,停用if180cst燃油,停用 IF180cSt 燃油,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[508],508,"[""eocc_43110c265a006361""]",eocc_43110c265a006361
ent_40c9848858b8c19e,ent_40c9848858b8c19e,ent_40c9848858b8c19e,主机滑油循环油柜透气孔向外冒热气,主机滑油循环油柜透气孔向外冒热气,主机滑油循环油柜透气孔向外冒热气,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[496],496,"[""eocc_4c5971b26fc34503""]",eocc_4c5971b26fc34503
ent_40cae1fbe3ee377b,ent_40cae1fbe3ee377b,ent_40cae1fbe3ee377b,长江口,长江口,长江口,地点,地点,"[""地点""]",地点,,{},[473],473,"[""eocc_7e6b31277d6e3fe2""]",eocc_7e6b31277d6e3fe2
ent_415df9732ec3e3e4,ent_415df9732ec3e3e4,ent_415df9732ec3e3e4,燃油喷射系统,燃油喷射系统,燃油喷射系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[495],495,"[""eocc_06f6d04993678175""]",eocc_06f6d04993678175
ent_41e21b929261815b,ent_41e21b929261815b,ent_41e21b929261815b,主机增压器,主机增压器,主机增压器,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[496, 508]",496|508,"[""eocc_3514411bcbe92b18"", ""eocc_c239e3bebb78918c""]",eocc_3514411bcbe92b18|eocc_c239e3bebb78918c
ent_421adfa5b27f2a2c,ent_421adfa5b27f2a2c,ent_421adfa5b27f2a2c,卡死,卡死,卡死,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[473],473,"[""eocc_2024aa9079dd739e""]",eocc_2024aa9079dd739e
ent_4266518e9de70785,ent_4266518e9de70785,ent_4266518e9de70785,补进滑油,补进滑油,补进滑油,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[499],499,"[""eocc_89a55828290bd5cc""]",eocc_89a55828290bd5cc
ent_42682203894e266f,ent_42682203894e266f,ent_42682203894e266f,第 1~6 缸,第16缸,第 1~6 缸,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[511],511,"[""eocc_4c5e2dc497432559""]",eocc_4c5e2dc497432559
ent_4273295ee9341045,ent_4273295ee9341045,ent_4273295ee9341045,IF380cSt 燃料油,if380cst燃料油,IF380cSt 燃料油,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[483],483,"[""eocc_c48e8745b2bc8bfc""]",eocc_c48e8745b2bc8bfc
ent_42d85391d9fc3756,ent_42d85391d9fc3756,ent_42d85391d9fc3756,停车吊缸换令,停车吊缸换令,停车吊缸换令,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[505],505,"[""eocc_dca626a222481fa0""]",eocc_dca626a222481fa0
ent_42dd5078ef3aa02a,ent_42dd5078ef3aa02a,ent_42dd5078ef3aa02a,强化并提高现场监督指导的工作力度和水准,强化并提高现场监督指导的工作力度和水准,强化并提高现场监督指导的工作力度和水准,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[472],472,"[""eocc_239e481719fbe485""]",eocc_239e481719fbe485
ent_4374740234b29eeb,ent_4374740234b29eeb,ent_4374740234b29eeb,部件强度不足,部件强度不足,部件强度不足,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[513],513,"[""eocc_87f3d369bcccced7""]",eocc_87f3d369bcccced7
ent_43a29fa6a565390b,ent_43a29fa6a565390b,ent_43a29fa6a565390b,JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损,jh轮主机燃油系统进入铝矿粉造成缸套活塞环异常磨损,JH 轮主机燃油系统进入铝矿粉，造成缸套、活塞环异常磨损,事故案例,事故案例,"[""事故案例""]",事故案例,,"{""主机型号"": ""IHI SULZER 6RD76"", ""时间"": ""1995 年 3 月 18 日""}",[460],460,"[""eocc_9dea7eaa9a8ee57f""]",eocc_9dea7eaa9a8ee57f
ent_44590ddf45136dee,ent_44590ddf45136dee,ent_44590ddf45136dee,衬套龟裂,衬套龟裂,衬套龟裂,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[498],498,"[""eocc_7f1c8cf20508bf1e""]",eocc_7f1c8cf20508bf1e
ent_44bbf6fa0f8764e1,ent_44bbf6fa0f8764e1,ent_44bbf6fa0f8764e1,气缸密封性不好,气缸密封性不好,气缸密封性不好,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[488],488,"[""eocc_86fa866837b77ce8""]",eocc_86fa866837b77ce8
ent_4533b0a4549fee4f,ent_4533b0a4549fee4f,ent_4533b0a4549fee4f,不能提供准确型号和备件号,不能提供准确型号和备件号,不能提供准确型号和备件号,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[463],463,"[""eocc_5ed117871acd5af2""]",eocc_5ed117871acd5af2
ent_45354576e85c81e1,ent_45354576e85c81e1,ent_45354576e85c81e1,输送泵滤器频繁堵塞,输送泵滤器频繁堵塞,输送泵滤器频繁堵塞,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[506],506,"[""eocc_43486eda1e7447a9""]",eocc_43486eda1e7447a9
ent_455a7c10b41739d6,ent_455a7c10b41739d6,ent_455a7c10b41739d6,主机低温水膨胀水箱低位报警,主机低温水膨胀水箱低位报警,主机低温水膨胀水箱低位报警,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[477],477,"[""eocc_7a78ac7cb25abf49""]",eocc_7a78ac7cb25abf49
ent_45717929fd40d49c,ent_45717929fd40d49c,ent_45717929fd40d49c,表面被油污严重污染,表面被油污严重污染,表面被油污严重污染,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[475],475,"[""eocc_da7b294ecbd8a213""]",eocc_da7b294ecbd8a213
ent_457816be99bbc4c4,ent_457816be99bbc4c4,ent_457816be99bbc4c4,压气端轴承,压气端轴承,压气端轴承,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[487, 496, 497]",487|496|497,"[""eocc_3594851cf842a9c5"", ""eocc_4601132e55f4e6ee"", ""eocc_809bea6746dfa439""]",eocc_3594851cf842a9c5|eocc_4601132e55f4e6ee|eocc_809bea6746dfa439
ent_45a01ad26bfdaf43,ent_45a01ad26bfdaf43,ent_45a01ad26bfdaf43,努力提高船员素质，加强业务技术培训和考核,努力提高船员素质加强业务技术培训和考核,努力提高船员素质，加强业务技术培训和考核,防范要求,防范要求,"[""防范要求""]",防范要求,,{},[463],463,"[""eocc_dcc98f8cbd859340""]",eocc_dcc98f8cbd859340
ent_45b8212855ef147d,ent_45b8212855ef147d,ent_45b8212855ef147d,弯曲变形,弯曲变形,弯曲变形,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[487],487,"[""eocc_9a668b0056d738dc""]",eocc_9a668b0056d738dc
ent_45d26efea99c38a5,ent_45d26efea99c38a5,ent_45d26efea99c38a5,滚轮导套机构、滚轮、凸轮均已报废不能继续使用,滚轮导套机构滚轮凸轮均已报废不能继续使用,滚轮导套机构、滚轮、凸轮均已报废不能继续使用,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[464],464,"[""eocc_cde9af9f3a4ab768""]",eocc_cde9af9f3a4ab768
ent_4695b7aa845c0bdf,ent_4695b7aa845c0bdf,ent_4695b7aa845c0bdf,主机冷却水系统,主机冷却水系统,主机冷却水系统,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[509],509,"[""eocc_d19fb33cfcc201e2""]",eocc_d19fb33cfcc201e2
ent_46a5f3aa8d97e7dc,ent_46a5f3aa8d97e7dc,ent_46a5f3aa8d97e7dc,裂缸套,裂缸套,裂缸套,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[504],504,"[""eocc_2ddc987f8cd757bf""]",eocc_2ddc987f8cd757bf
ent_477e47fcd1cf43d2,ent_477e47fcd1cf43d2,ent_477e47fcd1cf43d2,减速并减少第 6 缸油门,减速并减少第6缸油门,减速并减少第 6 缸油门,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[501],501,"[""eocc_a31428f5d46d91d1""]",eocc_a31428f5d46d91d1
ent_47e784262daa5862,ent_47e784262daa5862,ent_47e784262daa5862,将油位表堵死,将油位表堵死,将油位表堵死,处置措施,处置措施,"[""处置措施""]",处置措施,,{},[499],499,"[""eocc_1320781b22fb1029""]",eocc_1320781b22fb1029
ent_47fb918615460412,ent_47fb918615460412,ent_47fb918615460412,黑烟严重,黑烟严重,黑烟严重,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[466],466,"[""eocc_ebfac1217209b2b8""]",eocc_ebfac1217209b2b8
ent_47fd9c6ba0b7aad2,ent_47fd9c6ba0b7aad2,ent_47fd9c6ba0b7aad2,燃烧室部位缸套有 3 道纵向裂纹,燃烧室部位缸套有3道纵向裂纹,燃烧室部位缸套有 3 道纵向裂纹,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[484],484,"[""eocc_4877067b14328f92""]",eocc_4877067b14328f92
ent_488f20724db347be,ent_488f20724db347be,ent_488f20724db347be,缸套及活塞第一道环槽处有异常磨损,缸套及活塞第一道环槽处有异常磨损,缸套及活塞第一道环槽处有异常磨损,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""涉及气缸"": ""第 2、3、7 缸""}",[493],493,"[""eocc_ad6e055c76d2fa7f""]",eocc_ad6e055c76d2fa7f
ent_489770af18e8644b,ent_489770af18e8644b,ent_489770af18e8644b,第 4 缸缸头裂缝,第4缸缸头裂缝,第 4 缸缸头裂缝,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[510],510,"[""eocc_7e6b765bce3fda40""]",eocc_7e6b765bce3fda40
ent_48fa1c42ef580f15,ent_48fa1c42ef580f15,ent_48fa1c42ef580f15,燃油质量存在明显问题,燃油质量存在明显问题,燃油质量存在明显问题,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[509],509,"[""eocc_f30224b91cb7dddf""]",eocc_f30224b91cb7dddf
ent_494fcd6d6b02cdc3,ent_494fcd6d6b02cdc3,ent_494fcd6d6b02cdc3,钢丝,钢丝,钢丝,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[465],465,"[""eocc_5850676c4185e2bb""]",eocc_5850676c4185e2bb
ent_4952fe78a2d3112f,ent_4952fe78a2d3112f,ent_4952fe78a2d3112f,示功考克,示功考克,示功考克,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[510, 511]",510|511,"[""eocc_0b02981a53a64852"", ""eocc_7e27e4e3b84f6c81""]",eocc_0b02981a53a64852|eocc_7e27e4e3b84f6c81
ent_4969b0694faaddab,ent_4969b0694faaddab,ent_4969b0694faaddab,上下瓦,上下瓦,上下瓦,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[503],503,"[""eocc_04baa10a16deea62""]",eocc_04baa10a16deea62
ent_4980c361edc8805d,ent_4980c361edc8805d,ent_4980c361edc8805d,主机防爆门起跳,主机防爆门起跳,主机防爆门起跳,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[477],477,"[""eocc_ac9bfa3213767e0a""]",eocc_ac9bfa3213767e0a
ent_49cf0e2641c6de2f,ent_49cf0e2641c6de2f,ent_49cf0e2641c6de2f,主机转速急剧下降,主机转速急剧下降,主机转速急剧下降,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[462],462,"[""eocc_266e39ff4dc27ca4""]",eocc_266e39ff4dc27ca4
ent_4a284bfa4513a139,ent_4a284bfa4513a139,ent_4a284bfa4513a139,业务水平低,业务水平低,业务水平低,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[486],486,"[""eocc_ff7b424c88c9fa39""]",eocc_ff7b424c88c9fa39
ent_4a52ccd3adbbdcbf,ent_4a52ccd3adbbdcbf,ent_4a52ccd3adbbdcbf,主机燃烧恶化,主机燃烧恶化,主机燃烧恶化,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[504],504,"[""eocc_7ed5308cc3c315fc""]",eocc_7ed5308cc3c315fc
ent_4a81f9e40c79d0f1,ent_4a81f9e40c79d0f1,ent_4a81f9e40c79d0f1,沿轴向的凹坑,沿轴向的凹坑,沿轴向的凹坑,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,"{""尺寸"": ""100 mm×30 mm×5 mm""}",[464],464,"[""eocc_9b8f4dcb2a20eb4e""]",eocc_9b8f4dcb2a20eb4e
ent_4ad1904fea76d1bb,ent_4ad1904fea76d1bb,ent_4ad1904fea76d1bb,第 4 缸凸轮油管后端轴封,第4缸凸轮油管后端轴封,第 4 缸凸轮油管后端轴封,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[476],476,"[""eocc_3ad794bbc54be165""]",eocc_3ad794bbc54be165
ent_4ad909f115cdb688,ent_4ad909f115cdb688,ent_4ad909f115cdb688,日本种子岛,日本种子岛,日本种子岛,地点,地点,"[""地点""]",地点,,{},[485],485,"[""eocc_ad82024d83e3a1c6""]",eocc_ad82024d83e3a1c6
ent_4af4b6db408905fb,ent_4af4b6db408905fb,ent_4af4b6db408905fb,第 6 缸气缸油,第6缸气缸油,第 6 缸气缸油,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[475, 508]",475|508,"[""eocc_8481f5be82e86e4b"", ""eocc_be18c733be32b9ef""]",eocc_8481f5be82e86e4b|eocc_be18c733be32b9ef
ent_4affd9af2fc169f4,ent_4affd9af2fc169f4,ent_4affd9af2fc169f4,排气阀吹坏,排气阀吹坏,排气阀吹坏,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[510],510,"[""eocc_5aa190b2ebb2f82e""]",eocc_5aa190b2ebb2f82e
ent_4b0c2c8e5eb42020,ent_4b0c2c8e5eb42020,ent_4b0c2c8e5eb42020,该缸轴颈造成过损伤,该缸轴颈造成过损伤,该缸轴颈造成过损伤,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[503],503,"[""eocc_a484b7238f0de287""]",eocc_a484b7238f0de287
ent_4b52b97baa4a112e,ent_4b52b97baa4a112e,ent_4b52b97baa4a112e,南非德班港,南非德班港,南非德班港,地点,地点,"[""地点""]",地点,,{},[503],503,"[""eocc_774a130d1b96c743""]",eocc_774a130d1b96c743
ent_4b7693dd6fd7e4ab,ent_4b7693dd6fd7e4ab,ent_4b7693dd6fd7e4ab,浏河锚地,浏河锚地,浏河锚地,地点,地点,"[""地点""]",地点,,{},[501],501,"[""eocc_551e626ccf5ce30b""]",eocc_551e626ccf5ce30b
ent_4bd138483bb991ac,ent_4bd138483bb991ac,ent_4bd138483bb991ac,令槽烧融或变形,令槽烧融或变形,令槽烧融或变形,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[485],485,"[""eocc_f75947ed65aa001a""]",eocc_f75947ed65aa001a
ent_4bec05e21c21b5ec,ent_4bec05e21c21b5ec,ent_4bec05e21c21b5ec,仅简单采取沉淀和放残水措施,仅简单采取沉淀和放残水措施,仅简单采取沉淀和放残水措施,原因因素,原因因素,"[""原因因素""]",原因因素,,{},[506],506,"[""eocc_45f831719a32776c""]",eocc_45f831719a32776c
ent_4c193fa8b524362b,ent_4c193fa8b524362b,ent_4c193fa8b524362b,转子跳动量不断增大,转子跳动量不断增大,转子跳动量不断增大,故障损伤,故障损伤,"[""故障损伤""]",故障损伤,,{},[488],488,"[""eocc_a8c91935c90ff9ac""]",eocc_a8c91935c90ff9ac
ent_4c505785c2c9c149,ent_4c505785c2c9c149,ent_4c505785c2c9c149,主机 No.7 缸,主机no7缸,主机 No.7 缸,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[463],463,"[""eocc_71b7349d425a1bef""]",eocc_71b7349d425a1bef
ent_4c89d0cb89527f82,ent_4c89d0cb89527f82,ent_4c89d0cb89527f82,No.5 左右燃油舱,no5左右燃油舱,No.5 左右燃油舱,设备部件,设备部件,"[""设备部件""]",设备部件,,{},[504],504,"[""eocc_32e457a75d78ed62""]",eocc_32e457a75d78ed62
ent_4c9771e5c989409b,ent_4c9771e5c989409b,ent_4c9771e5c989409b,No.3 缸,no3缸,No.3 缸,设备部件,设备部件,"[""设备部件""]",设备部件,,{},"[465, 466]",465|466,"[""eocc_beab26c82e63887c"", ""eocc_d526aa0d5a7989b1""]",eocc_beab26c82e63887c|eocc_d526aa0d5a7989b1
